vehicle_id,lambda_choice,rho_stay
0,1.076364900128544,0.2048408647490348
1,0.6123941042652092,0.7887339011341703
2,1.153551668698504,0.2895823834899886
3,0.48948587712098013,0.3386181001005365
4,1.0153459924118045,0.6389787411227976
5,0.4161491624077755,0.6518367171169117
6,0.5890565308332089,0.5078114661720459
7,1.0964426434481545,0.21292849677041403
8,0.6800839998490298,0.3335961947166277
9,1.1459835944470287,0.32479180722875334
10,1.1435336004982855,0.7353903743837193
11,1.0401540615148042,0.4753008319264665
12,0.7168843593798526,0.6604658309425668
13,1.0866148027487819,0.7437413766803378
14,0.7656834695430554,0.4358906162373922
15,0.5009377560685022,0.7543306484795578
16,1.0815666951353426,0.6082486587514662
17,1.0529973635375165,0.5629159608660494
18,0.5084523523618435,0.4704087737021835
19,1.0932212135827664,0.4652668984224466
20,0.815170442483001,0.3943919686195343
21,0.9948726068097408,0.3673421087687161
22,0.6145408166397275,0.4910865865866679
23,0.5723691870573198,0.44459629564340686
24,1.0786502519261423,0.3573903056379525
25,0.8801710384468777,0.24423563588896494
26,0.5181643724869212,0.7839615740390298
27,0.6926960690013654,0.54363887369691
28,1.0872286545771694,0.4015802100583814
29,0.7746268653713172,0.7041846887672387
30,0.6694823164899147,0.49222861109760424
31,0.6727630919072247,0.7015080116089962
32,1.0597153617871742,0.29885996653868363
33,0.7634392220318319,0.28735840404060886
34,1.1586828021877809,0.34115693702158356
35,0.6497601207212587,0.7161364733406292
36,1.0051842633352681,0.6587720783438104
37,0.6285643941525489,0.39682450804554636
38,1.0142710415806544,0.7601212540193489
39,0.4140783811818439,0.7162125238506303
40,0.5038567852492669,0.43284831755333064
41,0.6074055252236231,0.5599143394248245
42,1.0960735717051486,0.7908996824183736
43,0.6579987010772743,0.6237792997251238
44,0.786820432960653,0.31864434256576274
45,0.48563561603579103,0.5591781017088417
46,0.8533426288157349,0.7347506454273696
47,0.47679562715470675,0.5193964093848238
48,0.5132818702584988,0.480425298745566
49,1.040777916152861,0.6472363943281312
50,0.5951282289940891,0.47242653676951746
51,0.44900296887318386,0.5798861387205201
52,0.8814599041882214,0.20421608813885647
53,0.5172001248165439,0.6576865887701007
54,0.44225337899503964,0.7766175863250198
55,1.0644418532230522,0.7071330978172297
56,0.7177462567633283,0.6900268337793833
57,1.0923800608573901,0.48415259964932505
58,0.9952251744423114,0.6412157099645495
59,0.5607712239919591,0.4934954620672585
60,0.46784903670879435,0.26812546878737226
61,0.5370858019255788,0.22012117336950002
62,0.7956641315737412,0.4089175861497395
63,0.6861985116580789,0.701978274636806
64,1.0655856345352506,0.4820990031579898
65,0.7753926744428606,0.2666142113769415
66,0.8437997603550581,0.22013317964977008
67,0.7099617955659214,0.5167150669742387
68,1.0039202706919959,0.3490454881406375
69,0.9511518330289391,0.5832309314970938
70,0.9486178672601787,0.3774372322490682
71,1.0172755107219102,0.46615625022640894
72,0.7188849029736846,0.284834274840067
73,0.49526867299180977,0.4434929265077547
74,1.054346755318604,0.541177236489053
75,0.6764179884488588,0.5182827577169731
76,0.9534100928451663,0.2613038156101414
77,1.1907727274996538,0.7160243165332574
78,0.961409388355828,0.6283271620686733
79,1.1253485849050047,0.2892987856932848
80,0.41068395890759046,0.2661515906818044
81,0.8829739758827361,0.304018523748848
82,0.4778581537505473,0.44614591577433216
83,1.0980037046595523,0.3468989709124819
84,1.1681982024250281,0.3371906409563663
85,0.42732286202854636,0.5765888914612587
86,0.5066090802951264,0.27164547833728603
87,1.0662088281195166,0.3278060926814259
88,0.9495091415916934,0.748669638142287
89,1.1853262212688074,0.2706188214600364
90,1.0052073558819479,0.3336640375708527
91,0.8753520596196538,0.7450971659594972
92,0.8313946029652469,0.6686380159670897
93,0.40789388776601243,0.46896114263360883
94,1.0270517633730356,0.7817284213380882
95,0.70720142912615,0.39615694364381554
96,0.48532255961208215,0.5562228538711952
97,0.8374678376901925,0.32202040132814597
98,0.6959701920893999,0.4755373897310426
99,0.8846863639619902,0.3471821704569351
100,0.41333770137779235,0.632457097428782
101,0.5319808892600962,0.31052139866481093
102,0.831864743854855,0.7316005350134123
103,0.8879259329791802,0.7381637851939564
104,0.4657713274182602,0.6611362376637047
105,0.9091023003559534,0.7315588867348743
106,1.0729769186936884,0.3814302369932771
107,0.629426900729545,0.2310739307239236
108,0.8170646229121686,0.7449885155316409
109,1.1248954199385182,0.5461223282151644
110,0.9623677481966134,0.2263672581741185
